0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
3.0,2.75,2330.0,4780.0,2.0,0.0,3.0,3.0,8.0,1730.0,600.0,1930.0,1988.0,47.3459,-122.326,1100.0,5336.0
4.0,2.25,2160.0,5600.0,1.0,0.0,0.0,5.0,7.0,1080.0,1080.0,1947.0,0.0,47.6442,-122.372,1850.0,5150.0
6.0,3.25,3560.0,107362.0,1.5,0.0,0.0,4.0,8.0,2760.0,800.0,1963.0,0.0,47.6356,-122.15,3210.0,35001.0
3.0,1.0,1260.0,7980.0,1.0,0.0,0.0,3.0,7.0,1260.0,0.0,1951.0,0.0,47.7013,-122.373,1760.0,7606.0
4.0,2.5,2810.0,11560.0,1.0,0.0,0.0,5.0,7.0,1740.0,1070.0,1962.0,0.0,47.5846,-122.12,1970.0,11560.0
4.0,1.75,1920.0,7455.0,1.0,0.0,0.0,4.0,7.0,960.0,960.0,1939.0,1964.0,47.7106,-122.286,1920.0,7455.0
4.0,2.5,1830.0,5331.0,2.0,0.0,0.0,3.0,7.0,1830.0,0.0,2002.0,0.0,47.3557,-122.016,1830.0,5175.0
3.0,1.0,1130.0,7000.0,1.0,0.0,0.0,3.0,6.0,830.0,300.0,1944.0,0.0,47.7132,-122.283,1050.0,7000.0
4.0,2.5,2540.0,4241.0,2.0,0.0,0.0,3.0,8.0,2540.0,0.0,2009.0,0.0,47.7073,-122.112,3010.0,4929.0
3.0,2.5,1700.0,4000.0,2.0,0.0,0.0,3.0,7.0,1700.0,0.0,2003.0,0.0,47.5327,-121.871,1700.0,4417.0
2.0,2.5,2410.0,7500.0,1.0,0.0,0.0,3.0,7.0,1550.0,860.0,1978.0,0.0,47.3078,-122.374,1840.0,8800.0
5.0,2.75,3490.0,8230.0,2.0,0.0,0.0,3.0,10.0,3490.0,0.0,2005.0,0.0,47.5825,-121.97,3480.0,7331.0
2.0,1.5,930.0,7400.0,1.0,0.0,2.0,4.0,7.0,830.0,100.0,1909.0,0.0,47.5691,-122.408,1920.0,4152.0
3.0,1.75,1430.0,39160.0,1.0,0.0,0.0,3.0,7.0,900.0,530.0,1925.0,1987.0,47.5513,-121.801,1430.0,40860.0
3.0,1.5,1240.0,7733.0,1.0,0.0,0.0,3.0,6.0,790.0,450.0,1941.0,0.0,47.714,-122.283,1130.0,7733.0
3.0,3.5,1700.0,2197.0,2.0,0.0,0.0,3.0,8.0,1260.0,440.0,2010.0,0.0,47.5767,-122.41,1360.0,1418.0
4.0,4.0,1550.0,6596.0,1.5,0.0,0.0,5.0,7.0,1550.0,0.0,1907.0,0.0,47.6711,-122.398,1830.0,4850.0
4.0,2.5,2180.0,5367.0,2.0,0.0,0.0,3.0,7.0,2180.0,0.0,2000.0,0.0,47.3775,-122.022,2180.0,5130.0
2.0,2.0,1270.0,5000.0,1.0,0.0,0.0,3.0,6.0,1270.0,0.0,1944.0,0.0,47.6729,-122.363,2190.0,5000.0
4.0,1.75,2510.0,5800.0,1.0,0.0,2.0,4.0,9.0,1830.0,680.0,1953.0,0.0,47.648,-122.41,2190.0,5800.0
3.0,1.5,1300.0,7885.0,1.0,0.0,0.0,3.0,7.0,1300.0,0.0,1968.0,0.0,47.4556,-122.209,1840.0,7600.0
3.0,1.0,1330.0,3740.0,1.5,0.0,0.0,3.0,6.0,1330.0,0.0,1903.0,0.0,47.5502,-122.274,1330.0,5053.0
2.0,1.0,910.0,22000.0,1.0,0.0,0.0,3.0,6.0,910.0,0.0,1956.0,0.0,47.2777,-122.252,1326.0,9891.0
4.0,2.75,2720.0,54048.0,2.0,0.0,0.0,3.0,8.0,2720.0,0.0,1985.0,0.0,47.7181,-122.089,2580.0,37721.0
3.0,2.0,1410.0,11995.0,1.0,0.0,0.0,4.0,8.0,1410.0,0.0,1965.0,0.0,47.5718,-122.127,2690.0,12650.0
5.0,3.0,2560.0,12480.0,1.0,0.0,0.0,3.0,8.0,1590.0,970.0,2012.0,0.0,47.7657,-122.284,2500.0,17299.0
2.0,2.75,1992.0,10946.0,1.5,1.0,4.0,5.0,6.0,1288.0,704.0,1903.0,0.0,47.3551,-122.475,1110.0,8328.0
3.0,1.5,1700.0,14133.0,1.0,0.0,1.0,4.0,8.0,1700.0,0.0,1954.0,0.0,47.6166,-122.22,2630.0,17376.0
2.0,2.25,3900.0,14864.0,1.0,0.0,3.0,3.0,8.0,1950.0,1950.0,1947.0,0.0,47.5884,-122.291,2580.0,5184.0
5.0,2.75,2060.0,329903.0,1.5,0.0,3.0,5.0,7.0,2060.0,0.0,1989.0,0.0,47.1776,-121.944,2240.0,220232.0
5.0,2.0,1870.0,13970.0,1.0,0.0,0.0,4.0,7.0,1120.0,750.0,1969.0,0.0,47.5243,-122.042,1860.0,13970.0
2.0,1.0,820.0,10450.0,1.0,0.0,0.0,4.0,7.0,820.0,0.0,1965.0,0.0,47.4261,-122.199,1240.0,11200.0
3.0,2.0,1400.0,7384.0,1.0,0.0,0.0,3.0,7.0,1150.0,250.0,1979.0,0.0,47.4655,-122.174,1820.0,7992.0
4.0,2.25,1860.0,3766.0,2.0,0.0,0.0,3.0,8.0,1860.0,0.0,1995.0,0.0,47.5699,-122.006,1860.0,4169.0
4.0,1.75,1930.0,9310.0,1.0,0.0,0.0,4.0,9.0,1930.0,0.0,1968.0,0.0,47.6158,-122.108,2110.0,10290.0
3.0,1.0,1280.0,11625.0,1.0,0.0,0.0,4.0,7.0,1280.0,0.0,1977.0,0.0,47.6827,-122.059,1320.0,10875.0
4.0,1.75,2000.0,4000.0,1.5,0.0,0.0,5.0,7.0,1450.0,550.0,1926.0,0.0,47.5659,-122.375,1430.0,4000.0
4.0,1.75,1980.0,2700.0,1.5,0.0,0.0,3.0,8.0,1210.0,770.0,1931.0,0.0,47.6865,-122.32,1720.0,2910.0
3.0,2.0,1660.0,5070.0,2.0,0.0,3.0,3.0,8.0,1660.0,0.0,1950.0,1990.0,47.5552,-122.296,2440.0,6664.0
9.0,4.5,3830.0,6988.0,2.5,0.0,0.0,3.0,7.0,2450.0,1380.0,1938.0,0.0,47.6927,-122.338,1460.0,6291.0
3.0,2.5,2060.0,8778.0,1.0,0.0,0.0,3.0,8.0,1160.0,900.0,1953.0,2010.0,47.5245,-122.384,1990.0,7560.0
4.0,2.5,2700.0,6998.0,2.0,0.0,0.0,3.0,8.0,2700.0,0.0,2001.0,0.0,47.4694,-122.263,2350.0,10550.0
6.0,3.75,3810.0,6663.0,2.0,0.0,0.0,4.0,8.0,3810.0,0.0,1977.0,0.0,47.6938,-122.34,1610.0,4561.0
2.0,2.0,1070.0,4500.0,1.0,0.0,0.0,4.0,6.0,910.0,160.0,1932.0,0.0,47.4896,-122.204,1280.0,4500.0
3.0,1.0,1010.0,15701.0,1.0,0.0,0.0,4.0,7.0,1010.0,0.0,1949.0,0.0,47.4518,-122.292,1260.0,9800.0
3.0,1.5,1320.0,9750.0,1.0,0.0,0.0,3.0,7.0,1320.0,0.0,1954.0,0.0,47.4267,-122.331,1530.0,9750.0
2.0,2.5,2110.0,114127.0,1.0,0.0,0.0,4.0,8.0,1590.0,520.0,1975.0,0.0,47.4137,-122.212,1960.0,11250.0
4.0,1.0,1330.0,9729.0,1.0,0.0,0.0,3.0,6.0,1330.0,0.0,1952.0,0.0,47.6223,-122.208,2920.0,10353.0
3.0,2.25,1410.0,1332.0,2.0,0.0,0.0,3.0,7.0,1290.0,120.0,2004.0,0.0,47.5345,-122.069,1445.0,1290.0
2.0,1.0,1020.0,7679.0,1.0,0.0,0.0,5.0,6.0,1020.0,0.0,1942.0,0.0,47.4915,-122.188,1280.0,6497.0
2.0,1.0,1210.0,5600.0,1.5,0.0,0.0,3.0,7.0,1210.0,0.0,1922.0,0.0,47.5322,-122.392,1400.0,5028.0
2.0,1.0,1440.0,4046.0,1.0,0.0,0.0,3.0,7.0,960.0,480.0,1946.0,0.0,47.6901,-122.382,1400.0,4046.0
4.0,2.5,2500.0,9654.0,1.0,0.0,0.0,3.0,8.0,1830.0,670.0,1979.0,0.0,47.3137,-122.343,2500.0,8839.0
3.0,2.25,1660.0,8307.0,1.0,0.0,0.0,4.0,8.0,1660.0,0.0,1961.0,0.0,47.7575,-122.352,2510.0,7800.0
4.0,2.5,2530.0,9933.0,2.0,0.0,2.0,3.0,8.0,2010.0,520.0,1990.0,0.0,47.2654,-122.216,2140.0,9933.0
3.0,2.25,2380.0,11824.0,1.0,0.0,0.0,4.0,9.0,1450.0,930.0,1972.0,0.0,47.5371,-122.218,2750.0,11491.0
2.0,1.5,990.0,1380.0,3.0,0.0,0.0,3.0,7.0,990.0,0.0,2001.0,0.0,47.7218,-122.356,1050.0,1380.0
3.0,1.75,1560.0,9788.0,1.0,0.0,0.0,3.0,7.0,1560.0,0.0,1964.0,0.0,47.4876,-122.226,1840.0,11180.0
3.0,1.0,960.0,10181.0,1.0,0.0,0.0,3.0,7.0,960.0,0.0,1961.0,0.0,47.7231,-122.229,1740.0,10194.0
3.0,1.75,1440.0,12888.0,1.0,0.0,2.0,3.0,7.0,1090.0,350.0,1958.0,0.0,47.471,-122.262,1710.0,12888.0
4.0,2.5,2810.0,4922.0,2.0,0.0,0.0,3.0,9.0,2810.0,0.0,2005.0,0.0,47.614,-122.041,2920.0,4922.0
2.0,1.0,810.0,4800.0,1.0,0.0,0.0,3.0,6.0,810.0,0.0,1919.0,0.0,47.5614,-122.27,1040.0,4800.0
3.0,1.0,1210.0,7425.0,1.0,0.0,0.0,4.0,6.0,1210.0,0.0,1910.0,0.0,47.7125,-122.33,1260.0,7425.0
3.0,2.25,3190.0,324086.0,2.0,0.0,2.0,3.0,9.0,3190.0,0.0,1982.0,0.0,47.5477,-121.93,3190.0,217800.0
2.0,1.75,1210.0,1040.0,2.0,0.0,0.0,3.0,8.0,1210.0,0.0,2014.0,0.0,47.5519,-121.999,1210.0,1090.0
4.0,2.5,3410.0,179419.0,2.0,0.0,0.0,3.0,10.0,3410.0,0.0,2004.0,0.0,47.3602,-121.986,3350.0,175421.0
3.0,2.25,2560.0,41346.0,2.0,0.0,0.0,3.0,10.0,2560.0,0.0,1986.0,0.0,47.4871,-122.065,3040.0,35395.0
2.0,1.0,1430.0,13300.0,1.5,0.0,0.0,3.0,6.0,1230.0,200.0,1921.0,0.0,47.6996,-122.203,1950.0,11421.0
5.0,1.5,2830.0,4000.0,2.5,0.0,0.0,4.0,8.0,2830.0,0.0,1918.0,0.0,47.5132,-122.262,1480.0,4000.0
3.0,2.0,1430.0,6000.0,1.0,0.0,0.0,5.0,7.0,1430.0,0.0,1945.0,0.0,47.7564,-122.316,1630.0,6315.0
4.0,3.5,3930.0,43560.0,2.0,0.0,0.0,3.0,10.0,3930.0,0.0,2003.0,0.0,47.7497,-122.121,2860.0,36460.0
4.0,4.0,4270.0,6002.0,2.0,0.0,3.0,3.0,10.0,3180.0,1090.0,2004.0,0.0,47.5443,-121.994,4280.0,5942.0
2.0,2.5,1590.0,1485.0,2.0,0.0,0.0,3.0,8.0,1300.0,290.0,1994.0,0.0,47.6375,-122.387,1880.0,3675.0
1.0,1.0,1120.0,17332.0,1.0,0.0,0.0,3.0,7.0,1120.0,0.0,1988.0,0.0,47.2972,-122.267,1280.0,17334.0
4.0,2.5,2600.0,11280.0,1.5,0.0,0.0,3.0,7.0,1570.0,1030.0,1961.0,0.0,47.336,-122.304,1660.0,11200.0
4.0,1.75,2250.0,292288.0,1.0,0.0,0.0,4.0,7.0,2250.0,0.0,1963.0,0.0,47.3787,-122.091,1550.0,23798.0
4.0,2.5,3030.0,47958.0,1.0,0.0,0.0,3.0,8.0,1660.0,1370.0,1980.0,0.0,47.4598,-122.004,2740.0,36017.0
3.0,2.5,2820.0,10208.0,1.0,0.0,1.0,4.0,8.0,1410.0,1410.0,1954.0,0.0,47.7609,-122.26,1540.0,10684.0
3.0,2.5,2170.0,4905.0,2.0,0.0,0.0,3.0,8.0,2170.0,0.0,2004.0,0.0,47.3503,-122.039,2300.0,4935.0
5.0,2.0,2020.0,5000.0,1.5,0.0,0.0,4.0,7.0,2020.0,0.0,1938.0,0.0,47.6949,-122.37,1510.0,6600.0
3.0,2.0,2010.0,251341.0,2.0,0.0,0.0,3.0,8.0,1510.0,500.0,2003.0,0.0,47.7416,-121.91,1780.0,108900.0
4.0,2.5,2470.0,77550.0,1.0,0.0,0.0,4.0,7.0,2470.0,0.0,1987.0,0.0,47.5888,-122.011,2490.0,40894.0
5.0,3.25,4230.0,10260.0,2.0,0.0,0.0,3.0,10.0,3860.0,370.0,1996.0,0.0,47.5503,-122.081,2980.0,10997.0
2.0,1.0,960.0,20954.0,1.0,0.0,0.0,3.0,7.0,960.0,0.0,1977.0,0.0,47.4485,-121.774,1240.0,9752.0
5.0,3.0,2830.0,7500.0,2.0,0.0,0.0,3.0,9.0,2460.0,370.0,1923.0,0.0,47.6579,-122.277,2900.0,5000.0
4.0,2.5,3220.0,20251.0,1.0,0.0,0.0,3.0,10.0,3220.0,0.0,1969.0,0.0,47.5692,-122.192,4200.0,22114.0
5.0,2.5,2420.0,8560.0,1.0,0.0,2.0,3.0,7.0,1620.0,800.0,1978.0,0.0,47.532,-122.285,2210.0,7040.0
4.0,2.75,2710.0,37277.0,2.0,0.0,0.0,3.0,9.0,2710.0,0.0,2000.0,0.0,47.4634,-121.987,2390.0,39299.0
4.0,3.5,5844.0,10766.0,2.0,0.0,1.0,3.0,11.0,5844.0,0.0,2007.0,0.0,47.3293,-122.364,3413.0,10766.0
2.0,1.0,1210.0,8400.0,1.0,0.0,0.0,3.0,8.0,780.0,430.0,2000.0,0.0,47.6503,-122.393,1860.0,6000.0
5.0,1.75,1550.0,6986.0,1.0,0.0,0.0,3.0,7.0,1030.0,520.0,1978.0,0.0,47.5503,-122.356,1550.0,6986.0
3.0,1.75,1250.0,7030.0,1.0,0.0,0.0,3.0,7.0,1250.0,0.0,1965.0,0.0,47.6285,-122.118,1460.0,7210.0
3.0,2.5,2850.0,19593.0,1.5,1.0,4.0,3.0,10.0,1790.0,1060.0,1978.0,0.0,47.5894,-122.111,2850.0,18782.0
3.0,1.75,2000.0,8400.0,1.5,0.0,0.0,4.0,8.0,2000.0,0.0,1959.0,0.0,47.7535,-122.334,2000.0,8400.0
3.0,2.5,1930.0,1348.0,2.0,0.0,0.0,3.0,8.0,1300.0,630.0,2005.0,0.0,47.6513,-122.384,1630.0,6000.0
3.0,2.0,1750.0,4990.0,1.0,0.0,0.0,3.0,7.0,950.0,800.0,1916.0,0.0,47.6667,-122.361,1700.0,5000.0
4.0,2.75,2000.0,9083.0,2.0,0.0,0.0,4.0,7.0,2000.0,0.0,1992.0,0.0,47.3511,-122.058,1690.0,7735.0
3.0,3.5,2670.0,3000.0,2.0,0.0,0.0,3.0,9.0,1870.0,800.0,2014.0,0.0,47.6813,-122.372,1750.0,5000.0
5.0,6.0,5490.0,19897.0,2.0,0.0,0.0,3.0,12.0,5490.0,0.0,2005.0,0.0,47.6165,-122.236,2910.0,17600.0
4.0,2.5,1850.0,50662.0,1.0,0.0,0.0,3.0,8.0,1430.0,420.0,1978.0,0.0,47.6535,-122.119,2090.0,10599.0
2.0,2.25,2910.0,6110.0,2.0,0.0,2.0,4.0,9.0,2910.0,0.0,1985.0,0.0,47.5279,-122.387,2090.0,5763.0
5.0,3.5,4490.0,6000.0,2.0,0.0,0.0,3.0,10.0,3200.0,1290.0,2006.0,0.0,47.5396,-122.073,4530.0,6000.0
2.0,1.5,1140.0,14373.0,1.0,0.0,0.0,3.0,7.0,1140.0,0.0,1949.0,1996.0,47.7354,-122.219,2140.0,9860.0
2.0,1.0,780.0,13500.0,1.0,0.0,0.0,4.0,7.0,780.0,0.0,1946.0,1989.0,47.7383,-122.074,2200.0,67518.0
4.0,2.75,2230.0,50094.0,1.0,0.0,2.0,4.0,7.0,1330.0,900.0,1977.0,0.0,47.2576,-122.099,2230.0,40770.0
3.0,2.75,2990.0,207781.0,2.0,0.0,0.0,3.0,9.0,2990.0,0.0,2000.0,0.0,47.662,-121.944,2590.0,218671.0
4.0,2.0,1330.0,9188.0,1.5,0.0,0.0,3.0,7.0,1330.0,0.0,1928.0,2004.0,47.401,-122.319,1770.0,10419.0
3.0,1.75,1230.0,9600.0,1.0,0.0,0.0,4.0,7.0,1230.0,0.0,1984.0,0.0,47.3675,-122.095,1330.0,8250.0
1.0,1.0,720.0,4800.0,1.0,0.0,0.0,3.0,6.0,720.0,0.0,1914.0,0.0,47.5303,-122.27,1240.0,4860.0
3.0,1.0,990.0,10800.0,1.0,0.0,0.0,4.0,6.0,990.0,0.0,1959.0,0.0,47.293,-122.215,1060.0,10364.0
4.0,2.75,3160.0,8429.0,1.0,0.0,3.0,4.0,7.0,1620.0,1540.0,1982.0,0.0,47.511,-122.251,1760.0,6780.0
4.0,2.25,2210.0,10039.0,1.0,0.0,0.0,4.0,8.0,1710.0,500.0,1967.0,0.0,47.634,-122.101,2070.0,10965.0
4.0,2.5,2620.0,9525.0,2.5,0.0,0.0,4.0,9.0,2620.0,0.0,1974.0,0.0,47.5631,-122.219,2580.0,9525.0
2.0,1.0,1120.0,7500.0,1.0,0.0,2.0,4.0,7.0,1120.0,0.0,1971.0,0.0,47.619,-122.096,3040.0,16940.0
4.0,3.5,3720.0,8301.0,2.0,0.0,0.0,3.0,10.0,2880.0,840.0,2008.0,0.0,47.5885,-122.199,2080.0,9676.0
4.0,2.75,2310.0,7851.0,1.0,0.0,0.0,4.0,8.0,1790.0,520.0,1989.0,0.0,47.5473,-122.187,2230.0,7359.0
3.0,1.5,1430.0,5200.0,1.0,0.0,3.0,4.0,7.0,1250.0,180.0,1940.0,0.0,47.6988,-122.387,2210.0,6240.0
4.0,3.5,4150.0,16197.0,2.0,0.0,0.0,3.0,10.0,4150.0,0.0,2006.0,0.0,47.3423,-122.183,3618.0,15210.0
4.0,2.5,2610.0,7254.0,1.0,0.0,0.0,2.0,8.0,1610.0,1000.0,1975.0,0.0,47.5618,-122.176,2250.0,7407.0
4.0,2.5,2240.0,4025.0,1.0,0.0,2.0,3.0,7.0,1250.0,990.0,1926.0,2005.0,47.6818,-122.311,1380.0,3500.0
3.0,1.5,1860.0,8505.0,1.0,0.0,0.0,4.0,7.0,1860.0,0.0,1967.0,0.0,47.3106,-122.365,1810.0,8262.0
3.0,1.0,1580.0,8206.0,1.0,0.0,0.0,3.0,7.0,1100.0,480.0,1962.0,0.0,47.3676,-122.312,1600.0,8196.0
5.0,3.25,3940.0,9780.0,2.0,0.0,0.0,3.0,9.0,3940.0,0.0,2007.0,0.0,47.5435,-121.888,3550.0,8468.0
3.0,2.5,1720.0,6271.0,2.0,0.0,0.0,3.0,7.0,1720.0,0.0,1993.0,0.0,47.3898,-122.049,1570.0,6587.0
3.0,1.0,1020.0,6120.0,1.0,0.0,0.0,4.0,7.0,1020.0,0.0,1967.0,0.0,47.278,-122.205,1370.0,8000.0
3.0,2.5,1981.0,5700.0,2.0,0.0,0.0,3.0,8.0,1981.0,0.0,2010.0,0.0,47.3668,-122.178,1981.0,5894.0
4.0,3.0,3510.0,12410.0,2.0,0.0,0.0,4.0,9.0,3510.0,0.0,1976.0,0.0,47.6381,-122.166,3000.0,13209.0
3.0,1.75,1840.0,10723.0,1.0,0.0,0.0,4.0,7.0,1220.0,620.0,1974.0,0.0,47.429,-122.154,1590.0,9820.0
3.0,1.0,960.0,9000.0,1.0,0.0,0.0,4.0,7.0,960.0,0.0,1955.0,0.0,47.5765,-122.154,1520.0,9000.0
2.0,2.0,1590.0,8000.0,1.0,0.0,0.0,3.0,7.0,910.0,680.0,1984.0,0.0,47.459,-122.205,1590.0,8364.0
3.0,2.0,1730.0,38884.0,1.0,0.0,0.0,3.0,8.0,1730.0,0.0,1997.0,0.0,47.4164,-121.951,2130.0,91040.0
3.0,2.25,1450.0,1445.0,2.0,0.0,0.0,3.0,7.0,980.0,470.0,2005.0,0.0,47.6184,-122.301,1510.0,1370.0
4.0,1.75,1310.0,9690.0,1.0,0.0,0.0,4.0,7.0,1310.0,0.0,1967.0,0.0,47.7559,-122.226,2280.0,9618.0
4.0,2.5,2961.0,12146.0,2.0,0.0,0.0,3.0,9.0,2961.0,0.0,1998.0,0.0,47.5839,-122.052,2620.0,17749.0
3.0,2.5,1740.0,3082.0,2.0,0.0,0.0,3.0,8.0,1740.0,0.0,2000.0,0.0,47.5489,-122.006,1910.0,3075.0
3.0,2.0,1150.0,4500.0,1.5,0.0,0.0,3.0,7.0,1150.0,0.0,1917.0,1991.0,47.6985,-122.348,1230.0,5400.0
3.0,2.5,3310.0,4682.0,2.0,0.0,0.0,3.0,9.0,2380.0,930.0,2015.0,0.0,47.5201,-121.885,2660.0,5166.0
4.0,1.75,2510.0,8989.0,1.0,0.0,0.0,4.0,8.0,1680.0,830.0,1964.0,0.0,47.5569,-122.172,2510.0,8931.0
4.0,3.0,2320.0,13068.0,2.0,0.0,2.0,3.0,8.0,2320.0,0.0,1998.0,0.0,47.3497,-122.317,2220.0,25265.0
5.0,2.25,3030.0,9430.0,2.0,0.0,0.0,4.0,8.0,2600.0,430.0,1961.0,0.0,47.7515,-122.353,2230.0,8425.0
4.0,1.75,1720.0,10018.0,1.0,0.0,0.0,5.0,7.0,1720.0,0.0,1960.0,0.0,47.3614,-122.119,1220.0,10018.0
5.0,2.75,3000.0,25175.0,1.0,0.0,0.0,4.0,7.0,1500.0,1500.0,1961.0,0.0,47.497,-122.088,2170.0,40523.0
4.0,2.5,2570.0,7221.0,1.0,0.0,0.0,4.0,8.0,1570.0,1000.0,1958.0,0.0,47.6921,-122.387,2440.0,7274.0
4.0,2.5,2690.0,8036.0,2.0,0.0,0.0,4.0,9.0,2690.0,0.0,1987.0,0.0,47.6596,-122.144,2420.0,8087.0
4.0,2.5,1990.0,2660.0,2.0,0.0,0.0,3.0,8.0,1990.0,0.0,2012.0,0.0,47.732,-122.178,1990.0,2665.0
2.0,1.5,1070.0,937.0,3.0,0.0,0.0,3.0,8.0,1070.0,0.0,2003.0,0.0,47.6761,-122.3,1100.0,3200.0
3.0,1.5,1820.0,8750.0,1.0,0.0,0.0,4.0,7.0,1200.0,620.0,1958.0,0.0,47.4213,-122.322,1500.0,8000.0
3.0,3.0,2960.0,42159.0,2.0,0.0,0.0,3.0,10.0,2960.0,0.0,1995.0,0.0,47.7183,-122.1,2640.0,25209.0
4.0,2.5,2120.0,57050.0,2.0,0.0,0.0,3.0,9.0,2120.0,0.0,1989.0,0.0,47.7611,-122.128,3320.0,39082.0
3.0,2.5,3070.0,5871.0,3.0,0.0,0.0,4.0,8.0,2510.0,560.0,1928.0,0.0,47.5007,-122.223,2220.0,4000.0
4.0,1.75,2000.0,8700.0,1.0,0.0,0.0,5.0,7.0,1010.0,990.0,1975.0,0.0,47.374,-122.141,1490.0,7350.0
4.0,2.75,3430.0,6500.0,2.0,0.0,0.0,3.0,9.0,3050.0,380.0,2006.0,0.0,47.7079,-122.106,3070.0,6802.0
2.0,1.0,770.0,8612.0,1.0,0.0,0.0,3.0,6.0,770.0,0.0,1953.0,0.0,47.7547,-122.323,1290.0,8407.0
4.0,2.5,2830.0,20345.0,2.0,0.0,0.0,3.0,10.0,1980.0,850.0,1979.0,0.0,47.6462,-122.191,2830.0,13732.0
2.0,1.0,1010.0,7740.0,1.0,0.0,0.0,3.0,6.0,890.0,120.0,1924.0,0.0,47.5323,-122.355,1030.0,6000.0
2.0,1.0,890.0,3271.0,1.0,0.0,0.0,4.0,6.0,890.0,0.0,1918.0,0.0,47.5631,-122.381,1190.0,5175.0
5.0,2.5,2220.0,9360.0,1.0,0.0,0.0,4.0,7.0,1110.0,1110.0,1968.0,0.0,47.4341,-122.169,1780.0,7704.0
3.0,2.5,2320.0,4721.0,2.0,0.0,0.0,3.0,8.0,2320.0,0.0,2004.0,0.0,47.591,-122.017,2250.0,4356.0
2.0,1.0,1100.0,4200.0,1.0,0.0,0.0,3.0,7.0,1100.0,0.0,1954.0,0.0,47.5312,-122.392,1240.0,4000.0
4.0,2.5,2019.0,4435.0,2.0,0.0,3.0,3.0,8.0,2019.0,0.0,2008.0,0.0,47.1958,-121.974,1950.0,4800.0
3.0,1.0,1120.0,5000.0,1.0,0.0,0.0,3.0,6.0,1120.0,0.0,1917.0,0.0,47.5109,-122.357,1050.0,5000.0
4.0,2.5,2490.0,40608.0,2.0,0.0,0.0,3.0,9.0,2490.0,0.0,1997.0,0.0,47.6507,-122.004,3170.0,45441.0
4.0,1.75,2320.0,9240.0,1.0,0.0,0.0,3.0,7.0,1160.0,1160.0,1959.0,2014.0,47.4909,-122.257,2130.0,7320.0
5.0,2.5,4250.0,20441.0,1.0,0.0,1.0,4.0,11.0,2490.0,1760.0,1984.0,0.0,47.6377,-122.211,3620.0,16304.0
3.0,2.5,3070.0,22098.0,2.0,0.0,0.0,3.0,9.0,3070.0,0.0,1995.0,0.0,47.4724,-122.147,3070.0,21803.0
3.0,1.75,1940.0,7313.0,1.0,0.0,1.0,4.0,8.0,1440.0,500.0,1960.0,0.0,47.5239,-122.387,2160.0,7200.0
4.0,2.75,3120.0,5000.0,2.0,0.0,0.0,3.0,9.0,3120.0,0.0,2010.0,0.0,47.594,-122.062,3200.0,5000.0
3.0,2.0,1220.0,17652.0,1.0,0.0,0.0,4.0,7.0,1220.0,0.0,1980.0,0.0,47.4712,-122.1,1990.0,17652.0
1.0,1.0,720.0,5100.0,1.0,0.0,0.0,3.0,6.0,720.0,0.0,1907.0,0.0,47.6821,-122.38,1320.0,5100.0
3.0,1.5,1750.0,32500.0,1.0,0.0,0.0,4.0,7.0,1750.0,0.0,1966.0,0.0,47.5316,-121.959,1820.0,102801.0
3.0,1.75,2280.0,7800.0,1.0,0.0,3.0,4.0,8.0,1360.0,920.0,1941.0,0.0,47.6985,-122.387,2280.0,5200.0
4.0,2.75,2270.0,7375.0,1.0,0.0,0.0,4.0,7.0,1290.0,980.0,1973.0,0.0,47.7222,-122.168,1750.0,7760.0
2.0,2.5,1230.0,987.0,2.0,0.0,0.0,3.0,7.0,1060.0,170.0,2011.0,0.0,47.6007,-122.305,1290.0,1328.0
2.0,1.0,780.0,3910.0,1.0,0.0,0.0,3.0,6.0,780.0,0.0,1918.0,0.0,47.566,-122.38,1500.0,5060.0
3.0,1.0,1360.0,20000.0,1.0,0.0,0.0,4.0,7.0,1360.0,0.0,1953.0,0.0,47.2861,-122.253,1530.0,9997.0
2.0,1.0,910.0,4000.0,1.0,0.0,0.0,3.0,7.0,910.0,0.0,1918.0,0.0,47.5427,-122.388,1060.0,1346.0
2.0,1.5,1010.0,10005.0,2.0,0.0,0.0,3.0,7.0,1010.0,0.0,1981.0,0.0,47.5118,-122.189,1210.0,7794.0
4.0,2.5,1820.0,20011.0,2.0,0.0,0.0,3.0,8.0,1820.0,0.0,1987.0,0.0,47.5842,-122.045,2710.0,33915.0
3.0,2.0,2010.0,7017.0,2.0,0.0,3.0,3.0,7.0,2010.0,0.0,1951.0,1988.0,47.6828,-122.267,2450.0,6045.0
5.0,2.25,2140.0,8700.0,1.0,0.0,2.0,3.0,8.0,1220.0,920.0,1962.0,0.0,47.6969,-122.31,1720.0,6670.0
3.0,2.75,2120.0,7650.0,1.0,0.0,0.0,4.0,7.0,2120.0,0.0,1958.0,0.0,47.4923,-122.178,1180.0,7650.0
3.0,2.5,3050.0,158558.0,1.0,0.0,0.0,4.0,9.0,3050.0,0.0,1987.0,0.0,47.4326,-122.208,2960.0,31050.0
3.0,1.0,1750.0,7800.0,1.0,0.0,0.0,4.0,7.0,1150.0,600.0,1956.0,0.0,47.4596,-122.343,1750.0,7560.0
3.0,2.5,1070.0,1219.0,2.0,0.0,0.0,3.0,7.0,720.0,350.0,2004.0,0.0,47.5618,-122.384,1070.0,1254.0
